workclass,education,marital-status,occupation,relationship,race,sex,native-country,age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,income
Private,Masters,Married-spouse-absent,Prof-specialty,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Married-spouse-absent,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Married-spouse-absent,Prof-specialty,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Masters,Married-spouse-absent,Prof-specialty,Wife,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Separated,Sales,Husband,White,Male,South,90.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Married-spouse-absent,Sales,Not-in-family,White,Male,South,17.0,18827.0,1.0,0.0,4356.0,1.0,0
Private,Masters,Separated,Sales,Unmarried,Amer-Indian-Eskimo,Female,South,17.0,1484705.0,1.0,0.0,0.0,1.0,0
Private,Masters,Separated,Prof-specialty,Wife,White,Female,El-Salvador,17.0,1484705.0,1.0,0.0,0.0,99.0,0
Private,Assoc-voc,Married-spouse-absent,Sales,Husband,White,Female,South,17.0,18827.0,1.0,0.0,4356.0,1.0,1
Private,Assoc-voc,Separated,Prof-specialty,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Masters,Married-spouse-absent,Prof-specialty,Husband,White,Female,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Without-pay,Masters,Separated,Prof-specialty,Unmarried,White,Female,South,17.0,18827.0,1.0,0.0,0.0,1.0,1
Private,Assoc-voc,Married-AF-spouse,Other-service,Husband,White,Female,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
nan,Assoc-voc,Widowed,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Separated,Sales,Husband,White,Male,Poland,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Masters,Married-spouse-absent,Prof-specialty,Unmarried,White,Female,Hong,17.0,18827.0,1.0,0.0,0.0,1.0,1
Private,Assoc-voc,Married-spouse-absent,Sales,Husband,White,Female,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Masters,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,South,17.0,18827.0,1.0,0.0,0.0,1.0,1
Private,Assoc-voc,Married-spouse-absent,Prof-specialty,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Masters,Married-spouse-absent,Other-service,Unmarried,White,Female,South,17.0,18827.0,1.0,0.0,0.0,1.0,1
Private,Masters,Married-spouse-absent,Sales,Unmarried,White,Male,South,17.0,18827.0,1.0,0.0,4356.0,1.0,1
Private,7th-8th,Separated,Sales,Husband,White,Male,South,72.0,1484705.0,1.0,0.0,4356.0,1.0,0
Private,Masters,Widowed,Prof-specialty,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,5.0,0
Private,Assoc-voc,Married-spouse-absent,Tech-support,Not-in-family,Amer-Indian-Eskimo,Male,South,17.0,1484705.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Married-spouse-absent,Sales,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Masters,Separated,Prof-specialty,Not-in-family,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Masters,Married-spouse-absent,Sales,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,1
Private,Assoc-voc,Married-spouse-absent,Prof-specialty,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Married-spouse-absent,Sales,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Married-spouse-absent,Prof-specialty,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Masters,Married-spouse-absent,Prof-specialty,Wife,Amer-Indian-Eskimo,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Separated,Prof-specialty,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Masters,Married-spouse-absent,Other-service,Unmarried,White,Female,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Masters,Separated,Prof-specialty,Unmarried,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Married-spouse-absent,Sales,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Married-spouse-absent,Prof-specialty,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Married-spouse-absent,Prof-specialty,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Married-spouse-absent,Sales,Not-in-family,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,1
Private,Masters,Separated,Prof-specialty,Wife,White,Male,Portugal,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,7th-8th,Separated,Sales,Husband,White,Male,Iran,90.0,18827.0,1.0,0.0,0.0,1.0,1
Private,Assoc-voc,Separated,Prof-specialty,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
nan,Masters,Married-AF-spouse,Prof-specialty,Husband,White,Female,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Married-spouse-absent,Sales,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Masters,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Masters,Separated,Prof-specialty,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,1
Private,7th-8th,Separated,Prof-specialty,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Masters,Married-spouse-absent,Sales,Husband,White,Female,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Masters,Separated,Prof-specialty,Husband,White,Female,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Married-spouse-absent,Prof-specialty,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Married-spouse-absent,Prof-specialty,Husband,White,Female,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Separated,Prof-specialty,Husband,White,Male,South,17.0,1484705.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Married-spouse-absent,Sales,Husband,Amer-Indian-Eskimo,Female,Holand-Netherlands,17.0,1484705.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Married-spouse-absent,Prof-specialty,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Separated,Prof-specialty,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Married-spouse-absent,Prof-specialty,Husband,White,Male,South,17.0,1484705.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Married-spouse-absent,Sales,Husband,White,Male,South,17.0,1484705.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Separated,Prof-specialty,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Masters,Married-spouse-absent,Prof-specialty,Husband,Amer-Indian-Eskimo,Female,South,17.0,1484705.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Separated,Prof-specialty,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Masters,Separated,Sales,Unmarried,White,Female,South,17.0,1484705.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Married-spouse-absent,Prof-specialty,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Widowed,Sales,Unmarried,White,Male,South,17.0,18827.0,1.0,0.0,4356.0,1.0,0
Private,Masters,Separated,Sales,Husband,White,Male,South,90.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Married-spouse-absent,Prof-specialty,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Masters,Separated,Prof-specialty,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Masters,Married-spouse-absent,Other-service,Unmarried,Amer-Indian-Eskimo,Male,Poland,17.0,18827.0,1.0,0.0,0.0,1.0,1
Private,Assoc-voc,Married-spouse-absent,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Masters,Married-spouse-absent,Prof-specialty,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Masters,Separated,Prof-specialty,Wife,White,Female,Poland,17.0,1484705.0,1.0,0.0,0.0,1.0,1
Private,Assoc-voc,Married-spouse-absent,Sales,Unmarried,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Masters,Separated,Prof-specialty,Husband,White,Male,Poland,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Married-spouse-absent,Sales,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Married-spouse-absent,Sales,Husband,White,Male,Iran,17.0,1484705.0,1.0,0.0,0.0,1.0,0
Private,Masters,Married-spouse-absent,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Married-spouse-absent,Prof-specialty,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Married-spouse-absent,Prof-specialty,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,1
Private,Masters,Separated,Other-service,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,7th-8th,Married-spouse-absent,Sales,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,99.0,0
Private,Assoc-voc,Married-spouse-absent,Prof-specialty,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,1
Private,Assoc-voc,Married-spouse-absent,Sales,Husband,White,Female,South,17.0,18827.0,1.0,0.0,4356.0,1.0,0
Private,7th-8th,Separated,Prof-specialty,Wife,White,Male,South,17.0,1484705.0,1.0,0.0,0.0,1.0,1
Private,Assoc-voc,Married-spouse-absent,Sales,Unmarried,White,Male,South,17.0,18827.0,1.0,0.0,4356.0,1.0,1
Private,Masters,Married-spouse-absent,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Married-spouse-absent,Sales,Husband,White,Male,South,17.0,18827.0,1.0,0.0,4356.0,1.0,0
Private,7th-8th,Married-spouse-absent,Prof-specialty,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,7th-8th,Separated,Prof-specialty,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Married-spouse-absent,Prof-specialty,Husband,White,Male,Poland,17.0,18827.0,1.0,0.0,0.0,1.0,1
Private,Assoc-voc,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Married-spouse-absent,Tech-support,Not-in-family,Amer-Indian-Eskimo,Female,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Married-spouse-absent,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Married-spouse-absent,Sales,Unmarried,White,Female,South,17.0,18827.0,1.0,0.0,4356.0,1.0,0
Private,Masters,Married-spouse-absent,Sales,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,1
Private,Assoc-voc,Separated,Sales,Husband,White,Male,Poland,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Married-spouse-absent,Sales,Not-in-family,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Masters,Separated,Prof-specialty,Wife,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Masters,Married-spouse-absent,Sales,Unmarried,White,Female,South,17.0,18827.0,1.0,0.0,0.0,1.0,1
Private,Masters,Separated,Prof-specialty,Wife,White,Female,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Masters,Separated,Prof-specialty,Husband,White,Male,Poland,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Married-spouse-absent,Prof-specialty,Husband,White,Male,South,17.0,1484705.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Separated,Sales,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,1
Self-emp-not-inc,Assoc-voc,Widowed,Prof-specialty,Not-in-family,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Masters,Married-spouse-absent,Sales,Husband,White,Female,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Masters,Separated,Prof-specialty,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,1
Private,7th-8th,Married-spouse-absent,Prof-specialty,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Separated,Prof-specialty,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Masters,Separated,Other-service,Husband,White,Male,South,17.0,1484705.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Married-spouse-absent,Sales,Not-in-family,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Married-spouse-absent,Sales,Not-in-family,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Masters,Separated,Prof-specialty,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,1
Private,Assoc-voc,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,1
Self-emp-inc,Masters,Married-spouse-absent,Prof-specialty,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,99.0,0
Private,Masters,Married-spouse-absent,Tech-support,Not-in-family,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,1
Without-pay,Assoc-voc,Separated,Prof-specialty,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Separated,Prof-specialty,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,1
Private,Assoc-voc,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Masters,Married-AF-spouse,Prof-specialty,Husband,White,Female,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Masters,Separated,Prof-specialty,Unmarried,White,Male,South,17.0,18827.0,1.0,0.0,0.0,99.0,1
Private,Assoc-voc,Separated,Prof-specialty,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Married-spouse-absent,Sales,Unmarried,White,Male,South,17.0,18827.0,1.0,0.0,4356.0,1.0,0
Private,Masters,Separated,Sales,Husband,White,Male,Poland,90.0,18827.0,1.0,0.0,0.0,1.0,1
Private,Assoc-voc,Married-spouse-absent,Prof-specialty,Husband,White,Male,South,17.0,1484705.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Separated,Prof-specialty,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Separated,Prof-specialty,Unmarried,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Masters,Separated,Prof-specialty,Unmarried,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Masters,Married-spouse-absent,Other-service,Unmarried,White,Female,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Masters,Separated,Prof-specialty,Husband,White,Male,South,90.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Masters,Separated,Prof-specialty,Unmarried,White,Female,South,17.0,18827.0,1.0,0.0,0.0,99.0,0
Private,Assoc-voc,Married-spouse-absent,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,Hong,17.0,18827.0,1.0,0.0,0.0,1.0,1
Private,Assoc-voc,Separated,Prof-specialty,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,1
Private,Assoc-voc,Married-spouse-absent,Tech-support,Husband,Amer-Indian-Eskimo,Female,South,17.0,1484705.0,1.0,0.0,0.0,1.0,1
Private,7th-8th,Separated,Prof-specialty,Not-in-family,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Masters,Separated,Prof-specialty,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,1
Private,7th-8th,Married-spouse-absent,Prof-specialty,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Masters,Widowed,Sales,Husband,White,Male,Poland,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Masters,Separated,Prof-specialty,Unmarried,White,Male,South,17.0,1484705.0,1.0,0.0,0.0,1.0,1
Private,Assoc-voc,Married-spouse-absent,Prof-specialty,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,1
Private,Assoc-voc,Married-spouse-absent,Sales,Husband,White,Female,South,17.0,1484705.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Married-spouse-absent,Prof-specialty,Husband,White,Female,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Married-spouse-absent,Prof-specialty,Husband,White,Male,South,17.0,1484705.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Married-spouse-absent,Sales,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Married-spouse-absent,Other-service,Husband,White,Female,South,17.0,1484705.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Married-spouse-absent,Prof-specialty,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,1
Private,Assoc-voc,Widowed,Prof-specialty,Unmarried,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Masters,Married-spouse-absent,Tech-support,Unmarried,White,Female,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,1
Private,Masters,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,1
Private,Assoc-voc,Separated,Other-service,Husband,White,Male,South,17.0,1484705.0,1.0,0.0,0.0,1.0,0
Private,Masters,Married-spouse-absent,Sales,Husband,White,Female,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Masters,Separated,Prof-specialty,Unmarried,White,Male,Poland,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Masters,Married-spouse-absent,Prof-specialty,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Married-spouse-absent,Prof-specialty,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,1
Private,Masters,Married-spouse-absent,Prof-specialty,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Married-spouse-absent,Prof-specialty,Husband,White,Female,South,17.0,1484705.0,1.0,0.0,0.0,1.0,0
Without-pay,Masters,Separated,Prof-specialty,Husband,White,Female,South,17.0,18827.0,1.0,0.0,0.0,1.0,1
Private,Masters,Married-spouse-absent,Sales,Husband,White,Male,South,17.0,1484705.0,1.0,0.0,0.0,1.0,1
Private,Assoc-voc,Separated,Sales,Husband,White,Male,Poland,90.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Masters,Married-spouse-absent,Sales,Husband,White,Female,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Masters,Separated,Prof-specialty,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Masters,Married-spouse-absent,Sales,Husband,White,Female,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Married-spouse-absent,Prof-specialty,Husband,White,Male,South,17.0,1484705.0,1.0,0.0,0.0,1.0,0
Private,7th-8th,Married-spouse-absent,Prof-specialty,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Without-pay,Masters,Married-spouse-absent,Prof-specialty,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Masters,Separated,Sales,Not-in-family,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Widowed,Sales,Husband,White,Male,Poland,90.0,18827.0,1.0,0.0,0.0,1.0,1
Private,Assoc-voc,Married-spouse-absent,Sales,Unmarried,White,Male,South,17.0,18827.0,1.0,0.0,4356.0,1.0,0
Private,Assoc-voc,Married-spouse-absent,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Masters,Separated,Prof-specialty,Wife,White,Male,Poland,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Masters,Separated,Prof-specialty,Unmarried,White,Female,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Masters,Married-spouse-absent,Prof-specialty,Husband,White,Female,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Separated,Prof-specialty,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Married-spouse-absent,Sales,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Masters,Separated,Prof-specialty,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Masters,Separated,Sales,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Masters,Separated,Sales,Husband,White,Female,Jamaica,17.0,1484705.0,1.0,0.0,0.0,1.0,0
Private,Masters,Separated,Prof-specialty,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Masters,Married-spouse-absent,Prof-specialty,Unmarried,White,Male,South,17.0,18827.0,1.0,0.0,0.0,99.0,0
Self-emp-inc,Masters,Married-spouse-absent,Prof-specialty,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Separated,Prof-specialty,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,1
Private,Assoc-voc,Married-spouse-absent,Tech-support,Not-in-family,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Married-spouse-absent,Sales,Husband,White,Female,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Married-spouse-absent,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,9th,Separated,Sales,Unmarried,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Married-spouse-absent,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Masters,Separated,Prof-specialty,Wife,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Masters,Married-spouse-absent,Tech-support,Unmarried,Amer-Indian-Eskimo,Male,South,17.0,1484705.0,1.0,0.0,4356.0,1.0,0
Private,Assoc-voc,Married-spouse-absent,Prof-specialty,Husband,White,Male,South,17.0,18827.0,1.0,0.0,4356.0,1.0,1
Private,Assoc-voc,Married-spouse-absent,Sales,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Masters,Married-spouse-absent,Prof-specialty,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Separated,Sales,Husband,White,Male,Iran,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Masters,Married-spouse-absent,Prof-specialty,Husband,White,Female,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Separated,Prof-specialty,Not-in-family,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Masters,Married-spouse-absent,Prof-specialty,Husband,White,Female,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Self-emp-inc,Assoc-voc,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Masters,Married-spouse-absent,Prof-specialty,Husband,White,Female,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Masters,Separated,Prof-specialty,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Married-spouse-absent,Prof-specialty,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Separated,Sales,Husband,White,Male,South,90.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Masters,Separated,Prof-specialty,Unmarried,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Married-spouse-absent,Prof-specialty,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Married-spouse-absent,Sales,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Masters,Married-spouse-absent,Prof-specialty,Husband,White,Female,South,17.0,18827.0,1.0,0.0,0.0,1.0,1
Private,Masters,Separated,Sales,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Masters,Married-spouse-absent,Prof-specialty,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,1
Private,Assoc-voc,Separated,Sales,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,1
Private,Masters,Married-spouse-absent,Sales,Husband,White,Female,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Masters,Separated,Prof-specialty,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,99.0,0
Private,Assoc-voc,Married-spouse-absent,Prof-specialty,Husband,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,1
Private,Assoc-voc,Married-spouse-absent,Sales,Unmarried,White,Female,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Masters,Separated,Sales,Husband,White,Male,Poland,17.0,18827.0,1.0,0.0,0.0,1.0,1
Private,Assoc-voc,Separated,Prof-specialty,Not-in-family,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,0
Private,Assoc-voc,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,South,17.0,18827.0,1.0,0.0,0.0,1.0,1
Private,Masters,Separated,Prof-specialty,Husband,White,Female,Poland,17.0,18827.0,1.0,0.0,0.0,1.0,1
